,Inflected_Word,POS
12266,সালে,NN
12267,মুকসুদপুর,NNP
12268,থানা,NNP
12269,যশোর,NNP
12270,থেকে,IN
12271,ফরিদপুর,NNP
12272,জেলার,NN
12273,সাথে,IN
12274,যুক্ত,VB
12275,হয়,VB
12276,১৮৭২,CD
12277,সালে,NN
12278,মাদারীপুর,NNP
12279,মহকুমায়,NNP
12280,গোপালগঞ্জ,NNP
12281,নামক,NN
12282,নতুন,JJ
12283,একটি,DT
12284,থানা,NN
12285,গঠিত,VB
12286,হয়,VB
12287,মুকসুদপুর,NNP
12288,থেকে,IN
12289,আলাদা,JJ
12290,কাশিয়ানী,NN
12291,যেটি,PRP
12292,ছিল,VB
12293,এককালের,NN
12294,একটি,DT
12295,বিখ্যাত,JJ
12296,গ্রাম,NN
12297,যার,PRP
12298,বিবর্তিত,JJ
12299,রুপ,NN
12300,মুকসুদপুর,NNP
12301,থানা,NNP
12302,১৯০৯,CD
12303,সালে,NN
12304,মাদারীপুর,NNP
12305,মহকুমাকে,NNP
12306,ভেঙ্গে,VB
12307,গোপালগঞ্জ,NNP
12308,মহকুমা,NNP
12309,গঠন,VB
12310,করা,VB
12311,হয়,VB
12312,শিক্ষাবিদ,NN
12313,ও,CC
12314,বাঙালি,NN
12315,ঐতিহাসিক,JJ
12316,ইতিহাস,NN
12317,প্রাচীন,JJ
12318,এ,DT
12319,জনপদ,NN
12320,সমতটের,NN
12321,রাজধানী,NN
12322,ছিল,VB
12323,বলে,VB
12324,ঐতিহাসিকগণ,NNS
12325,মনে,VB
12326,করেন,VB
12327,এ,DT
12328,এলাকায়,NN
12329,প্রাচীন,JJ
12330,নিদর্শনসমূহ,NNS
12331,পাওয়া,VB
12332,গেছে,VB
12333,প্রাচীন,JJ
12334,এ,DT
12335,জনপদ,NN
12336,সমতটের,NN
12337,রাজধানী,NN
12338,ছিল,VB
12339,বলে,VB
12340,ঐতিহাসিকগণ,NNS
12341,মনে,VB
12342,করেন,VB
12343,মোট,JJ
12344,আয়তন,NN
12345,৩৬২,CD
12346,০,CD
12347,বর্গকিলোমিটার,NN
12348,৮৯,CD
12349,৪৬৬,CD
12350,০০,CD
12351,একর,NN
12352,মোট,JJ
12353,জনসংখ্যা,NN
12354,২,CD
12355,২৭,CD
12356,০২৫,CD
12357,জন,NN
12358,২০০১,CD
12359,সালের,NN
12360,আদম,NN
12361,শুমারী,NN
12362,অনুযায়ী,JJ
12363,পৌরসভা,NN
12364,একটি,DT
12365,কোটালীপাড়া,NNP
12366,পৌরসভার,NNP
12367,মোট,JJ
12368,আয়তন,NN
12369,৫,CD
12370,১২,CD
12371,বর্গ,CD
12372,কি,IN
12373,মি,CD
12374,এখানে,RB
12375,ধান,NNP
12376,গম,NNP
12377,পাট,NNP
12378,আখ,NNP
12379,ও,CC
12380,নানা,JJ
12381,ধরনের,NN
12382,সব্জি,NN
12383,জন্মে,VB
12384,মত্স্য,NN
12385,আহরণও,NN
12386,এখানকার,RB
12387,অন্যতম,JJ
12388,পেশা,NN
12389,অর্থনীতি,NN
12390,কোটালিপাড়া,NN
12391,একটি,DT
12392,ডোবা,JJ
12393,এলাকা,NN
12394,একানে,RB
12395,এক,DT
12396,বারফসল,NN
12397,ফলে,NN
12398,সেগুলো,PRP
12399,হচ্ছে,VB
12400,মধুমতি,NNP
12401,নদী,NN
12402,এবং,CC
12403,চন্দনা,NN
12404,বারাশিয়া,NNP
12405,নদী,NN
12406,ইংরেজি,NNP
12407,তে,IN
12408,এর,PRP
12409,নাম,NN
12410,দেয়া,VB
12411,হয়েছে,VB
12412,১৯৪২,CD
12413,সালে,NN
12414,এটি,PRP
12415,ইংরেজিতে,NNP
12416,অনুদিত,VB
12417,হয়,VB
12418,এই,DT
12419,অর্থে,NN
12420,সে,PRP
12421,সমাজের,NN
12422,কাছে,IN
12423,একজন,DT
12424,বাইরের,NN
12425,লোক,NN
12426,একজন,DT
12427,আগন্তুক,NN
12428,একারণেই,RB
12429,হয়তো,VB
12430,কোন,JJ
12431,কোন,JJ
12432,পাঠক,NN
12433,তাকে,PRP
12434,পতিত,NN
12435,বলে,VB
12436,মনে,VB
12437,করেছেন,VB
12438,উত্তরটা,NN
12439,সরল,JJ
12440,সে,PRP
12441,মিথ্যা,NN
12442,বলতে,VB
12443,অস্বীকৃতি,NN
12444,জানিয়েছে,VB
12445,জীবনকে,NN
12446,সরলতর,JJ
12447,করতে,VB
12448,আমরা,PRP
12449,সবাই,PRP
12450,প্রতিটি,JJ
12451,দিন,NN
12452,এটা,PRP
12453,করে,VB
12454,থাকি,VB
12455,কিন্তু,CC
12456,মরসোঁ,NNP
12457,জীবনকে,NN
12458,সরলতর,JJ
12459,করতে,VB
12460,চায়নি,VB
12461,স্বভাবতই,RB
12462,এতে,PRP
12463,করে,VB
12464,সমাজ,NN
12465,আতঙ্কিত,JJ
12466,হয়ে,RB
12467,পড়ে,VB
12468,আর,CC
12469,এই,DT
12470,ন্যুয়াঁস,NNP
12471,nuance,NNP
12472,ই,IN
12473,তাকে,PRP
12474,সমাজের,NN
12475,চোখে,NN
12476,নিন্দিত,JJ
12477,করে,VB
12478,তোলে,VB
12479,আলবেয়ার,NNP
12480,কামু,NNP
12481,৮,CD
12482,ই,IN
12483,জানুয়ারি,NN
12484,১৯৫৫,CD
12485,কেয়ার,NN
12486,কেয়ার,NN
12487,বিশ্বের,NN
12488,অন্যতম,JJ
12489,বৃহৎ,JJ
12490,রিলিফ,NN
12491,সংস্থা,NN
12492,৭০টি,CD
12493,দেশে,NN
12494,এদের,PRP
12495,শাখা,NN
12496,আছে,VB
12497,কেয়ার,NN
12498,বাংলাদেশ,NNP
12499,কেয়ার,NN
12500,বাংলাদেশ,NNP
12501,একটি,DT
12502,আন্তর্জাতিক,JJ
12503,সংস্থা,NN
12504,রংপুর,NNP
12505,সদর,NNP
12506,উপজেলা,NNP
12507,রংপুর,NNP
12508,সদর,NNP
12509,বাংলাদেশের,NNP
12510,রংপুর,NNP
12511,জেলার,NN
12512,অন্তর্গত,JJ
12513,একটি,DT
12514,উপজেলা,NN
12515,অবস্থান,NN
12516,রংপুর,NNP
12517,সদর,NNP
12518,উপজেলার,NNP
12519,আয়তন,NN
12520,৩৩০,CD
12521,৩৩,CD
12522,বর্গ,CD
12523,কিঃমিঃ,NN
12524,উপজেলা,NN
12525,শহর,NN
12526,ঘাঘট,NN
12527,নদীর,NN
12528,তীরে,RB
12529,অবস্থিত,VB
12530,১৫টি,CD
12531,ওয়ার্ড,NN
12532,ও,CC
12533,১০৯,CD
12534,মহল্লা,NN
12535,নিয়ে,IN
12536,গঠিত,RB
12537,আয়তন,NN
12538,৪২,CD
12539,৫৭,CD
12540,বর্গ,CD
12541,কিঃমিঃ,NN
12542,প্রশাসনিক,NN
12543,এলাকা,NN
12544,রংপুর,NNP
12545,সদর,NNP
12546,থানা,NNP
12547,সৃষ্টি,NN
12548,হয়,VB
12549,১৮৭৭,CD
12550,সালে,NN
12551,বর্তমানে,RB
12552,এটি,PRP
12553,উপজেলা,NN
12554,পৌরসভা,NN
12555,১,CD
12556,ওয়ার্ড,NN
12557,১৫,CD
12558,ইউনিয়ন,NN
12559,১২,CD
12560,মৌজা,NN
12561,২৭০,CD
12562,গ্রাম,NN
12563,৩১১,CD
12564,জনসংখ্যার,NN
12565,উপাত্ত,JJ
12566,জনসংখ্যাঃ,NN
12567,২৫১৬৯৯,CD
12568,পুরুষ,NN
12569,৫২,CD
12570,৩১,CD
12571,মহিলা,NN
12572,৪৭,CD
12573,৬৯,CD
12574,জনসংখ্যার,NN
12575,ঘনত্ব,NN
12576,প্রতি,IN
12577,বর্গ,CD
12578,কিঃমিঃ,NN
12579,৫৯১৩,CD
12580,জন,NN
12581,এর,PRP
12582,আয়তন,NN
12583,৩০১,CD
12584,২৯,CD
12585,বর্গ,CD
12586,কিঃমিঃ,NN
12587,শিক্ষা,NN
12588,বদরগঞ্জ,NN
12589,উপজেলার,NN
12590,শিক্ষার,NN
12591,গড়,NN
12592,আনুপাত,NN
12593,৩৮,CD
12594,২,CD
12595,পুরুষ,NN
12596,শিক্ষার,NN
12597,হার,NN
12598,৪২,CD
12599,৮৩,CD
12600,এবং,CC
12601,নারী,NN
12602,শিক্ষার,NN
12603,হার,NN
12604,৩৩,CD
12605,৩,CD
12606,অবস্থান,NN
12607,ও,CC
12608,আয়তন,NN
12609,গংগাচড়া,NNP
12610,উপজেলা,NNP
12611,রংপুর,NNP
12612,জেলা,NNP
12613,আয়তন,NN
12614,২৬৯,CD
12615,১৪,CD
12616,বর্গ,CD
12617,কিঃমিঃ,NN
12618,প্রধান,JJ
12619,নদীঃ,NN
12620,তিস্তা,NNP
12621,ও,CC
12622,ঘাঘট,NNP
12623,উপজেলা,NN
12624,শহর,NN
12625,২টি,CD
12626,মৌজা,NN
12627,নিয়ে,IN
12628,গঠিত,RB
12629,আয়তন,NN
12630,৯,CD
12631,৮৬,CD
12632,বর্গ,CD
12633,কিঃমিঃ,NN
12634,এতে,PRP
12635,১০টি,CD
12636,ইউনিয়ন,NN
12637,৭৩টি,CD
12638,মৌজা,NN
12639,এবং,CC
12640,১২৩টি,CD
12641,গ্রাম,NN
12642,রয়েছে,VB
12643,কাউনিয়া,NNP
12644,উপজেলা,NNP
12645,কাউনিয়া,NNP
12646,বাংলাদেশের,NNP
12647,রংপুর,NNP
12648,জেলার,NN
12649,অন্তর্গত,VB
12650,একটি,DT
12651,উপজেলা,NN
12652,এটি,PRP
12653,তিস্তা,NNP
12654,নদীর,NN
12655,তীরে,RB
12656,অবস্থিত,VB
12657,এখানে,RB
12658,রেলওয়ে,NN
12659,জংশন,NN
12660,রয়েছে,VB
12661,এটি,PRP
12662,তিস্তা,NN
12663,নদীর,NN
12664,তীরে,RB
12665,অবস্থিত,VB
12666,বর্তমানে,RB
12667,কাউনিয়া,NNP
12668,উপজেলার,NN
12669,বেশ,JJ
12670,কিছু,PRP
12671,অংশ,NN
12672,তিস্তা,NNP
12673,নদীতে,NN
12674,মিশে,VB
12675,গেছে,VB
12676,ইতিহাস,NN
12677,কাউনিয়ার,NN
12678,মূল,NN
12679,নদী,NN
12680,তিস্তা,NNP
12681,ও,CC
12682,বুরাইল,NNP
12683,কাউনিয়ায়,NNP
12684,ছয়টি,CD
12685,ইউনিয়ন,NN
12686,আছে,VB
12687,এগুলো,PRP
12688,হচ্ছে,VB
12689,হারাগাছ,NNP
12690,সারাই,NNP
12691,কুর্ষা,NNP
12692,শহীদবাগ,NNP
12693,বালাপাড়া,NNP
12694,এবং,CC
12695,মধুপুর,NNP
12696,কাউনিয়ায়,NNP
12697,৮৯,CD
12698,টি,DT
12699,মৌজা,NN
12700,এবং,CC
12701,৭৮,CD
12702,টি,DT
12703,গ্রাম,NN
12704,আছে,VB
12705,যা,DT
12706,তিস্তা,NNP
12707,নদীর,NN
12708,করাল,NN
12709,গ্রাসে,NN
12710,বিলিন,VB
12711,হয়ে,VB
12712,গেছে,VB
12713,মিঠাপুকুর,NNP
12714,থানা,NN
12715,সৃষ্টি,VB
12716,হয়,VB
12717,১৮৮৫,CD
12718,সালে,NN
12719,অবস্থান,NN
12720,ও,CC
12721,আয়তন,NN
12722,মিঠাপুকুর,NNP
12723,উপজেলা,NN
12724,আয়তন,NN
12725,৫১৫,CD
12726,৬২,CD
12727,বর্গ,CD
12728,কিঃমিঃ,NN
12729,এখানকার,RB
12730,প্রধান,JJ
12731,নদীঃ,NN
12732,যমুনেশ্বরী,NNP
12733,নদী,NN
12734,ঘাঘট,NNP
12735,নদী,NN
12736,আখিরা,NNP
12737,নদী,NN
12738,মূল,NN
12739,উপজেলা,NN
12740,শহরটি,NN
12741,৫টি,CD
12742,মৌজা,NN
12743,নিয়ে,NN
12744,গঠিত,VB
12745,যার,PRP
12746,আয়তন,NN
12747,৬,CD
12748,৩৬,CD
12749,বর্গ,CD
12750,কিঃমিঃ,NN
12751,বেগম,NNP
12752,রোকেয়া,NNP
12753,স্মৃতি,NN
12754,কেন্দ্র,NN
12755,পায়রাবন্দ,NNP
12756,পীরগাছা,NNP
12757,উপজেলা,NNP
12758,পীরগাছা,NNP
12759,বাংলাদেশের,NNP
12760,রংপুর,NNP
12761,জেলার,NN
12762,অন্তর্গত,VB
12763,একটি,DT
12764,উপজেলা,NN
12765,প্রশাসনিক,NN
12766,এলাকা,NN
12767,এই,DT
12768,উপজেলা,NN
12769,মোট,RB
12770,৯,CD
12771,টি,DT
12772,ইউনিয়নে,NN
12773,বিভক্ত,VB
12774,তারাগঞ্জ,NN
12775,উপজেলা,NN
12776,তারাগঞ্জ,NN
12777,বাংলাদেশের,NN
12778,রংপুর,NN
12779,জেলার,NN
12780,অন্তর্গত,VB
12781,একটি,DT
12782,উপজেলা,NN
12783,উপজেলাটি,NN
12784,রংপুর,NNP
12785,জেলার,NN
12786,শহর,NN
12787,হতে,IN
12788,২৬,CD
12789,কি,
12790,মি,CD
12791,পশ্চিমে,NN
12792,অবস্থিত,VB
12793,পুর্বে,NN
12794,এ,DT
12795,উপজেলা,NN
12796,বদরগঞ্জ,NNP
12797,উপজেলার,NN
12798,অর্ন্তভূক্ত,VB
12799,ছিল,VB
12800,তারাগঞ্জ,NNP
12801,হাটের,NN
12802,পার্শ্বেই,NN
12803,তার,PRP
12804,মাজার,NN
12805,বিদ্যমান,RB
12806,এ,DT
12807,মাজারকে,NN
12808,কেন্দ্র,VB
12809,করে,VB
12810,এখানে,RB
12811,একটি,DT
12812,বাজার,NN
12813,গড়ে,VB
12814,উঠে,VB
12815,পরবর্তীকালে,RB
12816,উক্ত,DT
12817,তারা,NNP
12818,বিবির,NNP
12819,নামানুসারে,NN
12820,স্থানটির,NN
12821,নাম,NN
12822,হয়,VB
12823,তারাগঞ্জ,NNP
12824,এ,DT
12825,লড়াইয়ে,NN
12826,ইংরেজবাহিনী,NNP
12827,পরাজিত,VB
12828,হয়,VB
12829,এবং,CC
12830,ইংরেজ,NNP
12831,সেনাপতি,NN
12832,টমাস,NNP
12833,নিহত,VB
12834,হয়,VB
12835,নীল,NN
12836,বিদ্রোহ,NN
12837,১৮৫৯,CD
12838,এ,DT
12839,অঞ্চলের,NN
12840,একটি,DT
12841,ঐতিহাসিক,JJ
12842,ঘটনা,NN
12843,শিক্ষা,NN
12844,১,CD
12845,ইকরচালী,NNP
12846,নিম্ন,NNP
12847,বালিকা,NNP
12848,উচ্চ,NNP
12849,বিদ্যালয়,NNP
12850,২,CD
12851,এটি,PRP
12852,১৯৯৭,CD
12853,সালের,NN
12854,২৬,CD
12855,মার্চ,NNP
12856,থেকে,IN
12857,কার্যক্রম,NN
12858,শুরু,VB
12859,করে,VB
12860,উল্লেখ্য,RB
12861,যে,DT
12862,এ,DT
12863,অপারেটরটি,NN
12864,বাংলাদেশের,NNP
12865,সবচেয়ে,JJ
12866,জনপ্রিয়,NN
12867,এবং,CC
12868,দেশের,NN
12869,প্রত্যান্ত,JJ
12870,অঞ্চলেও,NN
12871,উন্নত,JJ
12872,মানের,NN
12873,সেবা,NN
12874,প্রধান,JJ
12875,করে,VB
12876,থাকে,VB
12877,বর্তমানে,RB
12878,গ্রামীন,NN
12879,ফোনের,NN
12880,গ্রাহক,NN
12881,সংখ্যা,NN
12882,প্রায়,IN
12883,৭,CD
12884,কোটি,NN
12885,প্রতিষ্ঠানটি,NN
12886,ওরাসকম,NNP
12887,টেলিকম,NNP
12888,এর,PRP
12889,মালিকানাধীন,NN
12890,একটি,DT
12891,কোম্পানি,NN
12892,পরবর্তী,RB
12893,বছরে,NN
12894,এসংখ্যা,DT
12895,২৫৩,CD
12896,শতাংশ,NN
12897,বেড়ে,JJ
12898,দাড়ায়,NN
12899,৩,CD
12900,৬৪,CD
12901,মিলিয়ন,NN
12902,গ্রাহকে,NN
12903,এর,PRP
12904,কারণ,JJ
12905,ছিল,VB
12906,বাংলাদেশে,NNP
12907,ব্যবসা,NN
12908,প্রসারে,VB
12909,মালয়েশিয়ান,NNP
12910,অংশীদারের,NNS
12911,ব্যর্থতা,NN
12912,ওরাসকমের,NNP
12913,সাথে,IN
12914,২৫,CD
12915,মিলিয়ন,NN
12916,ডলারের,NN
12917,চুক্তি,NN
12918,গোপনে,RB
12919,সম্পাদিত,VB
12920,হয়,VB
12921,বিভিন্ন,RB
12922,আইনগত,JJ
12923,ঝামেলা,NN
12924,এড়াতে,NN
12925,এই,DT
12926,গোপন,JJ
12927,চুক্তি,NN
12928,হয়েছিল,VB
12929,২০০৫,CD
12930,সালের,NN
12931,ফেব্রুয়ারিতে,NNP
12932,বাংলালিংক,NNP
12933,নামে,NN
12934,এরা,PRP
12935,পুনরায়,RB
12936,যাত্রা,VB
12937,শুরু,VB
12938,করে,VB
12939,১৯৭১,CD
12940,সালে,NN
12941,জেনারেল,NNP
12942,টিক্কা,NNP
12943,খান,NNP
12944,ও,CC
12945,ইয়াহিয়া,NNP
12946,খানের,NNP
12947,কাছে,IN
12948,রাষ্ট্র,NN
12949,ক্ষমতা,NN
12950,ছিল,VB
12951,আদেশে,NN
12952,বলা,VB
12953,হয়,VB
12954,মানবতাবিরোধী,NN
12955,অপরাধের,NN
12956,মামলায়,NN
12957,জামিনের,NN
12958,কোনো,PRP
12959,বিধান,NN
12960,নেই,VB
12961,এ,DT
12962,ছাড়া,IN
12963,মামলার,NN
12964,এ,DT
12965,পর্যায়ে,NN
12966,জামিন,NN
12967,দেওয়া,VB
12968,সম্ভব,NN
12969,নয়,DT
12970,তার,PRP
12971,পিতার,NN
12972,নাম,VB
12973,গোলাম,NNP
12974,কবির,NNP
12975,ও,CC
12976,মায়ের,NN
12977,নাম,NN
12978,সৈয়দা,NNP
12979,আশরাফুন্নিসা,NNP
12980,তাকে,PRP
12981,আট,CD
12982,মাস,NN
12983,আটক,VB
12984,করে,VB
12985,রাখা,VB
12986,হয়,VB
12987,তিনি,PRP
12988,১৯৬৭,CD
12989,সালে,NN
12990,পাকিস্তান,NNP
12991,গণতান্ত্রিক,JJ
12992,জোট,NNP
12993,গঠনের,VB
12994,অন্যতম,JJ
12995,অংশগ্রহনকারী,NNS
12996,গোলাম,NNP
12997,আযম,NNP
12998,জামায়াতে,NNP
12999,ইসলামীর,NNP
13000,তাত্ত্বিক,JJ
13001,নেতা,NN
13002,বা,CC
13003,গুরু,VB
13004,হিসেবেও,IN
13005,পরিচিত,NN
13006,এ,DT
13007,ভাষণে,NN
13008,তিনি,PRP
13009,ভারতের,NNP
13010,কড়া,NN
13011,সমালোচনা,VB
13012,করেন,VB
13013,আরো,JJ
13014,মনে,NN
13015,করা,VB
13016,হয়,VB
13017,আযম,NNP
13018,এই,DT
13019,সংস্থার,NN
13020,একজন,DT
13021,প্রাতিষ্ঠাতা,NN
13022,সদস্য,NN
13023,শান্তি,NN
13024,কমিটির,NN
13025,সদস্যরা,NN
13026,গ্রামে,NN
13027,গ্রামে,NN
13028,ঘুরে,VB
13029,রাজাকার,NN
13030,সদস্য,NN
13031,সংগ্রহ,NN
13032,করত,VB
13033,অরবিন্দ,NNP
13034,মুখোপাধ্যায়,NNP
13035,ছবিটি,NN
13036,পরিচালনা,VB
13037,করেন,VB
13038,ছবিটিকে,NN
13039,পরবর্তীতে,RB
13040,১৯৭২,CD
13041,সালে,NN
13042,হিন্দিতে,NNP
13043,পুনর্নিমাণ,NN
13044,করা,VB
13045,হয়,VB
13046,সঙ্গীত,NNP
13047,ইন্দ্রাণী,NNP
13048,চলচ্চিত্রের,NNP
13049,সঙ্গীত,NN
13050,পরিচালনা,NN
13051,করেছেন,VB
13052,নচিকেতা,NNP
13053,ঘোষ,NNP
13054,গীত,NN
13055,রচনা,NN
13056,করেছেন,VB
13057,গৌরীপ্রসন্ন,NNP
13058,মজুমদার,NNP
13059,গানে,NN
13060,কণ্ঠ,NN
13061,দিয়েছেন,VB
13062,গীতা,NNP
13063,দত্ত,NNP
13064,হেমন্ত,NNP
13065,মুখোপাধ্যায়,NNP
13066,ও,CC
13067,মোহাম্মদ,NNP
13068,রফি,NNP
13069,ব্রাউজারের,NNP
13070,ইতিহাস,NNP
13071,ব্রাউজারের,NNP
13072,উৎপত্তি,VB
13073,১৯৮০,CD
13074,র,IN
13075,দশকে,NN
13076,যুধিষ্ঠির,NN
13077,যুধিষ্ঠির,NN
13078,হিন্দু,JJ
13079,পৌরাণিক,RB
13080,কাহিনি,NN
13081,মতে–,NN
13082,পঞ্চপাণ্ডবদের,NNS
13083,একজন,DT
13084,অন্যান্য,RB
13085,পাণ্ডবদের,NNS
13086,মতেই,IN
13087,ইনিও,NN
13088,ছিলেন,VB
13089,পাণ্ডুর,NNP
13090,ক্ষেত্রজ,JJ
13091,পুত্র,NN
13092,এঁর,PRP
13093,প্রকৃত,NN
13094,পিতা,NN
13095,ধর্ম,NNP
13096,যম,NNP
13097,মায়ের,NN
13098,নাম,NN
13099,কুন্তী,NNP
13100,কুন্তীর,NNP
13101,দ্বিতীয়,CD
13102,পুত্র,NN
13103,উল্লেখ্য,RB
13104,কুন্তীর,NNP
13105,প্রথম,CD
13106,পুত্র,NN
13107,ছিলেন,VB
13108,কর্ণ,NNP
13109,সূর্য,NNP
13110,এর,PRP
13111,ঔরসে,JJ
13112,জাত,NN
13113,তুমি,PRP
13114,যে,DT
13115,সময়ে,NN
13116,স্ত্রীসংসর্গ,NN
13117,করিবে,NN
13118,সেই,PRP
13119,সময়ে,NN
13120,তোমার,PRP
13121,মৃত্যু,NN
13122,হইবে,VB
13123,কুন্তী,NN
13124,প্রথম,CD
13125,আহ্বান,NN
13126,করেছিলেন,VB
13127,ধর্ম,NN
13128,দেবতাকে,NN
13129,তার,PRP
13130,ঔরসে,NNP
13131,কুন্তীর,NNP
13132,গর্ভে,NN
13133,যুধিষ্ঠিরের,NN
13134,জন্ম,NN
13135,হয়,VB
13136,যুধি,NN
13137,যুদ্ধে,NN
13138,স্থির,RB
13139,থাকতেন,VB
13140,বলে,VB
13141,তাঁর,PRP
13142,নাম,NN
13143,হয়েছিল,VB
13144,যুধিষ্ঠির,NN
13145,বিদুরের,NNP
13146,ঔরসে,NNP
13147,যে,IN
13148,পুত্র,NN
13149,কুন্তীর,NNP
13150,গর্ভে,NN
13151,জন্মান,VB
13152,সেই,IN
13153,যুধিষ্ঠির,NN
13154,কুরুক্ষেত্রের,NN
13155,যুদ্ধের,NN
13156,সময়,NN
13157,ইনি,PRP
13158,কর্ণের,NN
13159,হাতে,NN
13160,প্রাণ,NN
13161,হারান,VB
13162,তাঁর,PRP
13163,পুত্র,NN
13164,অঞ্জনপর্বনও,NNP
13165,তাঁর,PRP
13166,সঙ্গে,IN
13167,যুদ্ধে,NN
13168,অংশ,NN
13169,নিয়েছিলেন,VB
13170,পরবর্তীতে,RB
13171,সপ্তম,CD
13172,দিনে,NN
13173,ভগদত্ত,NNP
13174,ঘটোৎকচকে,NNP
13175,দ্বৈরথ,JJ
13176,যুদ্ধে,NN
13177,পরাজিত,VB
13178,করেন,VB
13179,দ্রোণ,NNP
13180,পর্ব,NN
13181,যুদ্ধের,NN
13182,চতুর্দশ,RB
13183,দিনে,NN
13184,সূর্যাস্তের,NN
13185,পরও,NN
13186,যুদ্ধ,NN
13187,চলছিল,VB
13188,এরপর,RB
13189,ঘটোৎকচ,NNP
13190,কৃষ্ণের,NNP
13191,নির্দেশে,NN
13192,কর্ণকে,NNP
13193,আক্রমণ,NN
13194,করেন,VB
13195,তখন,RB
13196,এর,PRP
13197,নাম,NN
13198,ছিল,VB
13199,সিকুয়েল,NNP
13200,অনেক,JJ
13201,সফটওয়্যার,NN
13202,পণ্য,NN
13203,এখন,RB
13204,এসকিউএল,NN
13205,কে,PRP
13206,সাপোর্ট,NN
13207,করে,VB
13208,থাকে,VB
13209,বর্তমানে,RB
13210,অবসংবাদীভাবে,RB
13211,এসকিউএল,NN
13212,ই,NN
13213,আদর্শ,NN
13214,রিলেশন্যাল,NN
13215,ডেটাবেজ,NN
13216,ভাষা,NN
13217,এছাড়া,RB
13218,ওলা,NN
13219,ক্যাব,NN
13220,ও,CC
13221,উবের,NN
13222,ক্যাব,NN
13223,পরিষেবা,NN
13224,আছে,VB
13225,এই,DT
13226,পরিষেবা,NN
13227,বন্ধ,RB
13228,করে,VB
13229,মেট্রো,NN
13230,রেল,NN
13231,চালু,VB
13232,করার,VB
13233,পরিকল্পনা,NN
13234,চলছে,VB
13235,এটি,PRP
13236,সংবাদ,NN
13237,ও,CC
13238,সংবাদের,NN
13239,বিশ্লেষণ,JJ
13240,সম্প্রচার,VB
13241,করে,VB
13242,থাকে,VB
13243,২৪,CD
13244,ঘণ্টা,NN
13245,ধরে,VB
13246,এটি,PRP
13247,সংবাদ,NN
13248,পরিবেশন,NN
13249,করে,VB
13250,থাকে,VB
13251,১৯৮০,CD
13252,সালে,NN
13253,টেড,NNP
13254,টার্নার,NNP
13255,এটি,PRP
13256,প্রতিষ্ঠা,NN
13257,করেন,VB
13258,এর,PRP
13259,মধ্যে,IN
13260,পুরুষ,NN
13261,৫১,CD
13262,এবং,CC
13263,নারী,NN
13264,৪৯,CD
13265,এখানে,RB
13266,সাক্ষরতার,NN
13267,হার,NN
13268,৮২,CD
13269,পুরুষদের,NNS
13270,মধ্যে,RB
13271,সাক্ষরতার,NN
13272,হার,NN
13273,৮৬,CD
13274,এবং,CC
13275,নারীদের,NNS
13276,মধ্যে,IN
13277,এই,DT
13278,হার,NN
13279,৭৭,CD
13280,এই,DT
13281,শহরের,NN
13282,জনসংখ্যার,NN
13283,৯,CD
13284,হল,VB
13285,৬,CD
13286,বছর,NN
13287,বা,CC
13288,তার,PRP
13289,কম,JJ
13290,বয়সী,NN
13291,হিব্রু,NNP
13292,বাইবেলকে,NNP
13293,ইহুদিরা,NNS
13294,তানাখ,NNP
13295,বলে,VB
13296,থাকে,VB
13297,১৩টি,CD
13298,ইউনিয়ন,NN
13299,৬২টি,CD
13300,মৌজা,NN
13301,১৯৯টি,CD
13302,গ্রাম,NN
13303,নিয়ে,NN
13304,বরগুনা,NN
13305,সদর,NN
13306,উপজেলা,NN
13307,গঠিত,VB
13308,অর্থনীতি,NN
13309,নাজগীর,NNP
13310,অাহম্মদ,NNP
13311,বাবু,NNP
13312,যার,PRP
13313,দক্ষিণে,NN
13314,বিস্তৃত,JJ
13315,রয়েছে,VB
13316,বঙ্গোপসাগরের,NNP
13317,সুবিস্তৃত,JJ
13318,জলরাশি,NN
13319,এ,DT
13320,উপজেলার,NN
13321,অধিবাসীদের,NNS
13322,প্রধান,JJ
13323,পেশা,NN
13324,মৎস্য,NN
13325,আহরণ,NN
13326,ইতিহাস,NN
13327,পাথরঘাটার,NNP
13328,পূর্ব,NN
13329,নাম,NN
13330,বাধাঘাটা,NNP
13331,১৯০৩,CD
13332,সনে,NN
13333,এ,DT
13334,নামকরণ,NN
13335,সূত্রপাতঘটে,NN
13336,মর্মে,NN
13337,ধারণা,NN
13338,করা,VB
13339,হয়,VB
13340,উক্ত,JJ
13341,পাথরের,NN
13342,কিয়দংশ,NN
13343,এখানে,RB
13344,রয়ে,VB
13345,যায়,VB
13346,সে,PRP
13347,কারণেই,NN
13348,এলাকাটি,NN
13349,পাথরঘাটি,NN
13350,নামে,NN
13351,পরিচিতি,NN
13352,লাভ,VB
13353,করে,VB
13354,পরবর্তীতে,RB
13355,পাথরঘাটি,NN
13356,নামটি,NN
13357,পাথরঘাটা,NNP
13358,নামে,NN
13359,নবরূপ,NN
13360,লাভ,VB
13361,করে,VB
13362,উল্লেখযোগ্য,RB
13363,ব্যবসা,NN
13364,প্রতিষ্ঠানের,NN
13365,মধ্যে,IN
13366,ছিল,VB
13367,দর্জি,NN
13368,ও,CC
13369,মিষ্টির,NN
13370,দোকান,NN
13371,যে,DT
13372,কারণে,IN
